 ,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1394,Ciudad Bolivar,VE,8.1222,-63.5497,88.18,48,57,5.99,broken clouds
1395,River Falls,US,44.8614,-92.6238,84.07,63,56,6.71,broken clouds
1396,Kasungu,MW,-13.0333,33.4833,60.58,53,31,2.98,scattered clouds
1397,San Pedro,PH,14.35,121.0167,78.35,91,20,3.44,few clouds
1398,Beauceville,CA,46.2179,-70.7787,76.78,78,85,3.44,overcast clouds
1399,Marchena,ES,37.329,-5.4168,85.87,16,0,16.75,clear sky
1400,Dunmore Town,BS,25.5,-76.65,82.02,75,100,11.79,overcast clouds
1401,Bantry,IE,51.6833,-9.45,67.48,68,59,7.18,broken clouds
1402,Chernyshevskiy,RU,63.0128,112.4714,51.84,66,100,1.59,overcast clouds
1403,Cordoba,AR,-31.4135,-64.1811,56.43,21,0,1.99,clear sky
1404,Innisfail,AU,-17.5333,146.0333,69.01,95,100,7.36,light rain
1405,Derzhavinsk,KZ,51.1,66.3167,70.83,54,0,8.95,clear sky
1406,Tuntum,BR,-5.2581,-44.6489,94.59,26,1,3.47,clear sky
1407,Goderich,CA,43.7501,-81.7165,77.04,77,46,4.61,scattered clouds
1408,Zwedru,LR,6.0667,-8.1281,77.63,79,99,5.79,overcast clouds
1409,Trapani,IT,37.8333,12.6667,89.89,79,0,10.36,clear sky
1410,Shunyi,CN,40.125,116.6453,76.95,78,0,4.47,clear sky
1411,Korsakov,RU,46.6328,142.7813,48.04,92,96,8.39,overcast clouds
1412,Lubao,PH,14.9167,120.55,80.31,92,96,0.54,overcast clouds
1413,Iracoubo,GF,5.4802,-53.2011,77.49,88,100,5.01,overcast clouds
1414,Chunskiy,RU,56.0815,99.6342,50.61,95,13,2.39,few clouds
1415,Bourail,NC,-21.5667,165.4833,67.53,87,26,3.24,scattered clouds
1416,San Francisco,US,37.7749,-122.4194,80.78,82,75,1.99,broken clouds
1417,Doha,QA,25.2867,51.5333,97.11,63,0,5.75,clear sky
1418,Pa Sang,TH,18.5262,98.9394,80.8,77,100,2.89,overcast clouds
1419,Jaru,BR,-10.4389,-62.4664,84.49,53,82,7.96,broken clouds
1420,Salinopolis,BR,-0.6136,-47.3561,82.15,71,40,5.32,scattered clouds
1421,Ardakan,IR,32.31,54.0175,93.58,10,40,6.6,scattered clouds
1422,Mirante Do Paranapanema,BR,-22.2919,-51.9064,58.93,50,99,18.25,overcast clouds
1423,Mugur-Aksy,RU,50.35,90.5,49.19,65,100,0.89,overcast clouds
1424,Oliver,CA,49.1831,-119.5524,89.85,37,12,2.3,few clouds
1425,Leninskoye,KZ,41.7589,69.3864,87.73,17,9,7.16,clear sky
1426,Sajanan,TN,37.0573,9.2426,79.07,50,74,5.14,broken clouds
1427,Tiznit,MA,29.5833,-9.5,72.23,52,0,7.9,clear sky
1428,Urusha,RU,54.05,122.9,61.41,78,28,4.0,scattered clouds
1429,Suba,PH,10.8438,121.0102,83.75,71,80,4.09,broken clouds
1430,Copiapo,CL,-27.3667,-70.3333,67.69,5,0,4.68,clear sky
1431,Newtonmore,GB,57.066,-4.1192,68.68,56,45,7.96,scattered clouds
1432,Gimli,CA,50.6336,-96.9907,73.44,68,0,18.41,clear sky
1433,Biak,ID,-0.9131,122.8766,74.71,87,52,6.8,broken clouds
1434,Orodara,BF,10.9492,-4.9342,89.98,38,14,7.76,few clouds
1435,Acajutla,SV,13.5928,-89.8275,89.94,68,95,6.08,overcast clouds
1436,Duluth,US,46.7833,-92.1066,81.61,69,1,3.0,clear sky
1437,Healesville,AU,-37.65,145.5167,44.69,93,0,2.68,clear sky
1438,Lensk,RU,60.7253,114.9278,62.53,64,100,2.46,overcast clouds
1439,Almora,IN,29.6167,79.6667,68.61,82,5,1.36,clear sky
1440,Dayong,CN,25.0209,118.2898,80.28,96,100,1.39,light rain
1441,Hyeres,FR,43.1167,6.1167,86.65,52,0,9.22,clear sky
1442,North Bend,US,43.4065,-124.2243,64.31,79,90,5.75,overcast clouds
1443,Villa Altagracia,DO,18.673,-70.171,87.42,57,100,3.6,overcast clouds
1444,Pochutla,MX,15.7432,-96.4661,85.82,56,100,5.21,overcast clouds
1445,Arman,RU,59.7,150.1667,52.34,77,62,2.3,broken clouds
1446,Shakawe,BW,-18.3667,21.85,65.01,26,8,3.87,clear sky
1447,Humpolec,CZ,49.5415,15.3593,78.28,53,21,6.31,few clouds
1448,Nata,PA,8.3333,-80.5167,88.47,67,78,8.01,broken clouds
1449,Kommunisticheskiy,RU,61.6789,64.4819,57.29,60,97,5.46,overcast clouds
1450,Ukhta,RU,63.5671,53.6835,62.56,84,95,6.71,overcast clouds
1451,Coahuayana,MX,18.7333,-103.6833,83.68,83,100,1.81,overcast clouds
1452,Sibiti,CG,-3.6819,13.3499,74.17,69,52,3.13,broken clouds
1453,Badarganj,BD,25.674,89.0549,82.99,82,85,11.16,moderate rain
1454,Maralal,KE,1.0968,36.698,61.23,54,90,10.51,overcast clouds
1455,Gopalur,IN,16.6167,77.8,83.57,66,94,3.74,overcast clouds
1456,Mehamn,NO,71.0357,27.8492,48.38,85,100,16.26,light rain
1457,Yokadouma,CM,3.5167,15.05,70.52,97,100,3.91,overcast clouds
1458,Callaway,US,30.153,-85.5699,86.92,76,40,3.0,scattered clouds
1459,Dubovyy Umet,RU,52.9763,50.2857,84.09,63,48,8.48,scattered clouds
1460,Ulu-Telyak,RU,54.9086,56.9669,68.81,83,67,2.37,broken clouds
1461,Lujan,AR,-34.5703,-59.105,48.97,70,85,18.63,overcast clouds
1462,Nyurba,RU,63.2842,118.3319,56.39,93,67,1.52,broken clouds
1463,Thai Binh,VN,20.45,106.3333,87.8,64,100,11.3,overcast clouds
1464,Chanika,TZ,-5.4167,38.0167,65.82,84,99,4.56,overcast clouds
1465,Oum Hadjer,TD,13.2954,19.6966,94.91,32,62,15.97,broken clouds
1466,Saint-Louis,SN,16.3333,-15.0,105.44,22,0,20.56,clear sky
1467,Ruidoso,US,33.3317,-105.673,59.95,95,90,1.01,moderate rain
1468,San Ramon,US,37.7799,-121.978,81.48,71,1,1.01,clear sky
1469,Mortka,RU,59.3322,66.0214,66.33,79,80,5.19,broken clouds
1470,Phibun Mangsahan,TH,15.2447,105.2291,78.78,84,100,5.64,overcast clouds
1471,Totskoye,RU,52.5248,52.7623,76.53,60,5,2.86,clear sky
1472,Arifwala,PK,30.294,73.0735,100.27,21,0,2.86,clear sky
1473,Solnechnyy,RU,50.7214,136.6319,55.71,93,97,2.46,overcast clouds
1474,Azul,AR,-36.777,-59.8585,47.34,64,84,17.52,broken clouds
1475,Kamaishi,JP,39.2667,141.8833,65.61,96,100,1.72,overcast clouds
1476,Abha,SA,18.2164,42.5053,73.22,64,20,4.61,few clouds
1477,Karasuk,RU,53.7377,78.0403,60.98,95,16,8.68,few clouds
1478,Morelia,MX,19.7008,-101.1844,65.34,72,100,6.71,overcast clouds
1479,Bollnas,SE,61.3482,16.3946,71.38,62,70,5.21,broken clouds
1480,Bondeno,IT,44.8862,11.4108,90.25,38,0,5.01,clear sky
1481,Nioro,GM,13.35,-15.75,97.41,35,47,6.62,scattered clouds
1482,Koslan,RU,63.4564,48.8989,67.55,91,95,5.21,overcast clouds
1483,Todos Santos,MX,23.45,-110.2167,97.02,68,15,7.7,few clouds
1484,Ust-Omchug,RU,61.15,149.6333,59.67,73,63,4.9,broken clouds
1485,Roma,US,43.2128,-75.4557,91.26,55,40,10.36,scattered clouds
1486,Imeni Babushkina,RU,59.7573,43.1285,66.83,98,66,5.93,broken clouds
1487,Gurh,IN,24.5167,81.5167,87.62,63,78,7.96,broken clouds
1488,Shimanovsk,RU,52.0,127.7,62.69,95,40,5.46,light rain
1489,Taos,US,36.4072,-105.5731,64.72,67,90,4.61,overcast clouds
1490,Ust-Maya,RU,60.4167,134.5333,60.49,69,4,1.25,clear sky
1491,Agadez,NE,19.75,10.25,97.52,10,1,6.71,clear sky
1492,Lapua,FI,62.9693,23.0088,72.66,58,0,4.68,clear sky
1493,Khasan,RU,42.4308,130.6434,61.92,94,63,2.39,broken clouds
1494,Buzmeyin,TM,38.0507,58.2056,94.73,18,40,11.5,scattered clouds
1495,Puerto Madero,MX,14.7208,-92.4215,88.0,66,20,2.3,few clouds
1496,Benavente,ES,42.0025,-5.6783,59.97,52,52,19.98,broken clouds
1497,Sawakin,SD,19.1059,37.3321,90.37,44,19,5.46,few clouds
1498,Ginda,IN,30.6945,78.4932,68.85,77,43,4.76,scattered clouds
1499,Say,NE,13.1007,2.3689,99.16,24,19,3.98,few clouds
1500,Potiskum,NG,11.7091,11.0694,87.13,51,87,16.64,overcast clouds
1501,Ayagoz,KZ,47.9714,80.4392,64.69,42,19,4.09,few clouds
1502,Port Hawkesbury,CA,45.6169,-61.3485,78.91,81,40,8.99,scattered clouds
1503,Rognan,NO,67.0953,15.3878,52.75,83,100,4.56,overcast clouds
1504,Sanandaj,IR,35.3144,46.9923,78.44,13,4,1.92,clear sky
1505,Rosetta,EG,31.4044,30.4164,80.42,85,0,11.01,clear sky
1506,Guilin,CN,25.2819,110.2864,77.11,98,100,2.95,light rain
1507,Dores Do Indaia,BR,-19.4633,-45.6017,79.11,26,0,3.91,clear sky
1508,Jintur,IN,19.6167,76.7,82.27,74,89,2.75,overcast clouds
1509,Ushtobe,KZ,45.2514,77.9838,69.51,26,4,10.27,clear sky
1510,Veshenskaya,RU,49.6303,41.7334,72.79,83,52,8.59,broken clouds
1511,Hobyo,SO,5.3505,48.5268,77.65,86,86,23.17,overcast clouds
1512,Taitung,TW,22.7583,121.1444,82.81,77,100,3.67,overcast clouds
1513,Tonj,SS,7.2737,28.6822,77.09,73,89,4.16,light rain
1514,Pahrump,US,36.2083,-115.9839,102.43,11,29,5.01,scattered clouds
1515,Scarborough,GB,54.2797,-0.4044,62.91,79,71,1.01,broken clouds
1516,Guayaramerin,BO,-10.8368,-65.3614,83.8,45,56,6.55,broken clouds
1517,Jeremie,HT,18.65,-74.1167,86.27,60,100,5.44,overcast clouds
1518,Sar-E Pul,AF,35.8333,66.1667,69.44,25,8,1.66,clear sky
1519,Plainfield,US,40.6168,-74.4173,95.05,58,40,3.0,scattered clouds
1520,Robertson,US,36.5167,-86.8667,91.26,55,20,8.05,few clouds
1521,Pyinmana,MM,19.7333,96.2167,75.72,94,100,6.22,moderate rain
1522,Coolum Beach,AU,-26.5333,153.1,57.11,84,48,8.86,scattered clouds
1523,Olive Branch,US,34.9618,-89.8295,90.66,61,75,6.91,broken clouds
1524,Burgeo,CA,47.6167,-57.6152,65.62,82,71,12.66,broken clouds
1525,Onda,ES,39.9667,-0.25,81.86,53,0,6.02,clear sky
1526,Cabot,US,34.9745,-92.0165,88.99,60,75,8.05,broken clouds
1527,Fort Saint James,CA,54.4333,-124.25,90.97,36,0,4.21,clear sky
1528,Ocampo,MX,21.65,-101.5,69.28,56,100,7.25,overcast clouds
1529,Zyryanskoye,RU,56.8306,86.6258,52.27,96,82,5.19,broken clouds
1530,Nishihara,JP,26.1842,127.7558,80.26,94,75,17.27,heavy intensity rain
1531,Pangkalanbuun,ID,-2.6833,111.6167,73.69,98,90,0.6,overcast clouds
1532,Filadelfia,US,39.9523,-75.1638,94.3,58,20,8.01,few clouds
1533,Shirgaon,IN,19.7,72.7,81.0,82,89,0.94,overcast clouds
1534,Swan Hill,AU,-35.3378,143.5544,42.91,93,9,6.82,clear sky
1535,Novotroitskaya,RU,45.3267,41.5253,77.02,92,100,2.01,overcast clouds
1536,Hurghada,EG,27.2574,33.8129,95.04,26,0,14.97,clear sky
1537,Rawah,IQ,34.4816,41.9093,99.19,14,0,10.33,clear sky
1538,Nyaunglebin,MM,17.95,96.7333,76.98,93,100,4.56,overcast clouds
1539,Marienburg,PL,54.0359,19.0266,69.85,80,27,5.14,scattered clouds
1540,Thinadhoo,MV,0.5333,72.9333,83.03,71,44,8.19,scattered clouds
1541,Izazi,TZ,-7.2,35.7333,70.63,49,15,5.79,few clouds
1542,Samoded,RU,63.6083,40.5111,68.49,74,92,7.45,light rain
1543,Bloomfield,US,40.8068,-74.1854,94.98,57,1,1.99,clear sky
1544,Neijiang,CN,29.5835,105.0622,77.11,93,100,3.83,light rain
1545,Megalopoli,GR,37.4011,22.1422,79.25,43,4,1.59,clear sky
1546,Macusani,PE,-14.0833,-70.4333,44.62,60,69,8.14,broken clouds
1547,Oussouye,SN,12.485,-16.5469,98.78,70,61,12.26,broken clouds
1548,Aksay,RU,47.26,39.87,79.18,70,86,8.16,overcast clouds
1549,Taikang,CN,46.8333,124.4167,72.66,65,55,1.79,broken clouds
1550,Koutiala,ML,12.3917,-5.4642,98.26,26,2,2.37,clear sky
1551,Boyolangu,ID,-8.1181,111.8935,75.02,90,75,0.85,broken clouds
1552,Bannu,PK,32.9854,70.6027,100.0,19,1,3.18,clear sky
1553,Kadyy,RU,57.787,43.1903,67.87,97,85,5.75,overcast clouds
1554,Brookhaven,US,31.5791,-90.4407,88.75,54,69,9.37,broken clouds
1555,Hidalgotitlan,MX,17.7833,-94.6333,86.74,63,100,5.79,overcast clouds
1556,Clinton,US,42.587,-82.9199,88.29,71,90,1.01,overcast clouds
1557,North Platte,US,41.1239,-100.7654,78.69,49,1,5.01,clear sky
1558,Malkapur,IN,20.8833,76.2,81.52,80,78,9.28,broken clouds
1559,Shihezi,CN,44.3,86.0333,69.06,26,3,4.43,clear sky
1560,Guaira,BR,-20.3183,-48.3106,83.1,26,2,4.05,clear sky
1561,Xiantao,CN,30.3833,113.4,78.55,86,22,4.27,few clouds
1562,Panzhihua,CN,26.5851,101.7128,71.26,92,100,0.96,overcast clouds
1563,Mariinsk,RU,56.2139,87.7472,55.2,98,100,4.45,overcast clouds
1564,Buturlino,RU,55.5667,44.8974,74.71,81,41,7.16,scattered clouds
1565,Mantua,IT,45.1667,10.7833,92.44,46,35,5.99,scattered clouds
1566,Sainte-Maxime,FR,43.3,6.6333,87.37,70,48,2.26,scattered clouds
1567,Hargeysa,SO,9.56,44.065,78.94,39,89,19.66,overcast clouds
1568,Bauchi,NG,10.5,10.0,76.8,75,89,11.01,light rain
1569,Nouakchott,MR,18.0858,-15.9785,82.33,76,7,11.48,clear sky
1570,Kaduqli,SD,11.0167,29.7167,76.77,66,86,4.21,overcast clouds
1571,Riachao Das Neves,BR,-11.7461,-44.91,88.07,22,0,4.61,clear sky
1572,Bajina Basta,RS,43.9708,19.5675,89.33,44,0,4.61,clear sky
1573,Kathu,TH,7.9178,98.3332,87.62,67,76,8.12,broken clouds
1574,Marang,MY,5.2056,103.2059,76.91,83,29,4.29,scattered clouds
1575,Toora-Khem,RU,52.4675,96.11,45.5,87,20,1.61,few clouds
1576,Yarkovo,RU,57.4028,67.0786,66.07,63,17,5.7,few clouds
1577,Januaria,BR,-15.4833,-44.3667,84.25,22,0,6.02,clear sky
1578,Duncan,US,34.5023,-97.9578,85.05,69,75,3.44,broken clouds
1579,Chipinge,ZW,-20.1883,32.6236,57.7,48,1,4.9,clear sky
1580,Sao Domingos,BR,-13.3983,-46.3183,84.76,24,0,3.24,clear sky
1581,Mulatupo,PA,8.9492,-77.7652,85.91,64,62,4.94,broken clouds
1582,Serenje,ZM,-13.2325,30.2352,55.72,54,22,3.74,few clouds
1583,Cali,CO,3.4372,-76.5225,82.4,65,40,3.44,scattered clouds
1584,Ternate,ID,0.8,127.4,78.91,82,33,2.86,scattered clouds
1585,Lima,PE,-12.0432,-77.0282,66.9,79,90,6.91,overcast clouds
1586,Blythe,US,33.6103,-114.5964,107.58,13,1,12.66,clear sky
1587,Calca,PE,-13.3333,-71.95,69.15,61,81,4.5,broken clouds
1588,Caldwell,US,43.6629,-116.6874,93.85,29,1,5.75,clear sky
1589,Calvinia,ZA,-31.4707,19.776,50.94,78,57,10.8,broken clouds
1590,Cochrane,CA,51.1834,-114.4687,88.7,52,1,6.91,clear sky
1591,Biskamzha,RU,53.4497,89.5272,52.03,99,100,2.82,light rain
1592,Erzin,TR,36.9559,36.2,83.12,58,0,4.25,clear sky
1593,Monterey,US,36.2505,-121.2516,64.11,23,0,6.17,clear sky
1594,Mattru,SL,7.6244,-11.8332,80.13,77,100,5.3,overcast clouds
1595,Pueblo Nuevo,MX,23.3833,-105.3833,71.96,52,100,6.85,overcast clouds
1596,Bury,GB,53.6,-2.3,67.84,72,100,2.68,overcast clouds
1597,Inta,RU,66.0317,60.1659,54.43,62,85,9.33,overcast clouds
1598,Kibala,TD,9.1104,18.3463,80.55,78,20,9.22,few clouds
1599,Jenbach,AT,47.4013,11.7406,74.86,77,77,1.66,broken clouds
1600,Upington,ZA,-28.4478,21.2561,57.58,26,0,6.91,clear sky
1601,Lloydminster,CA,53.2835,-110.0016,80.28,50,20,10.36,few clouds
1602,Shebalino,RU,51.2917,85.6772,51.98,96,100,6.42,overcast clouds
1603,Kaeo,NZ,-35.1,173.7833,52.32,91,100,9.71,overcast clouds
1604,Tondano,ID,1.3038,124.9112,68.09,88,53,2.13,broken clouds
1605,Huilong,CN,31.8111,121.655,74.98,93,14,5.61,few clouds
1606,Kuna,US,43.4918,-116.4201,92.73,30,1,1.99,clear sky
1607,Bonthe,SL,7.5264,-12.505,80.24,75,100,7.83,overcast clouds
1608,Veraval,IN,20.9,70.3667,83.59,76,97,11.99,moderate rain
1609,Portree,GB,57.4129,-6.1942,63.52,76,87,3.24,overcast clouds
1610,Reconquista,AR,-29.15,-59.65,51.53,47,7,13.65,clear sky
1611,Springdale,US,36.1867,-94.1288,84.18,76,40,8.01,scattered clouds
1612,Petatlan,MX,17.5167,-101.2667,73.89,94,100,4.25,overcast clouds
1613,Miraflores,MX,19.2167,-98.8083,65.03,72,100,6.24,overcast clouds
1614,San Rafael Del Sur,NI,11.8485,-86.4384,88.77,66,95,7.81,overcast clouds
1615,Ayna,PE,-12.65,-73.9167,75.7,72,84,3.94,broken clouds
1616,Kilingi-Nomme,EE,58.1503,24.9642,68.56,67,52,7.38,broken clouds
1617,Allapalli,IN,19.4167,80.0667,80.46,87,98,2.77,overcast clouds
1618,Barela,IN,23.1,80.05,85.28,64,99,10.65,overcast clouds
1619,Tacoronte,ES,28.4769,-16.4102,70.74,76,75,17.0,broken clouds
1620,Dong Hoi,VN,17.4833,106.6,85.59,63,100,10.29,overcast clouds
1621,Kaminskiy,RU,57.1516,41.4732,70.74,82,43,10.74,scattered clouds
1622,Peranamallur,IN,12.5667,79.4333,85.06,66,78,9.13,broken clouds
1623,Mbulu,TZ,-3.85,35.5333,60.98,54,60,12.8,broken clouds
1624,Soe,ID,-9.8607,124.284,63.12,84,38,6.06,scattered clouds
1625,Temerloh,MY,3.4483,102.4176,72.81,97,75,2.04,broken clouds
1626,Albanel,CA,48.8832,-72.4487,75.34,46,59,5.75,broken clouds
1627,Zelenoborsk,RU,61.4669,64.0333,60.06,58,83,7.16,broken clouds
1628,Tromso,NO,69.6496,18.957,54.25,81,75,5.01,broken clouds
1629,Gemena,CD,3.25,19.7667,71.94,86,98,2.33,overcast clouds
1630,Tshikapa,CD,-6.4167,20.8,79.57,22,100,2.28,overcast clouds
1631,Herat,AF,34.5,62.0,82.99,15,0,9.44,clear sky
1632,Kedougou,SN,12.5579,-12.1743,100.98,39,75,6.91,broken clouds
1633,Aras,ES,42.5617,-2.356,72.01,38,20,6.91,few clouds
1634,Gornyy,RU,55.1153,83.9059,56.79,97,73,1.95,light rain
1635,Fountain,US,38.6822,-104.7008,69.26,56,90,4.61,overcast clouds
1636,Katsina,NG,12.9894,7.6006,95.18,27,87,7.99,overcast clouds
1637,Xilopolis,GR,40.9271,23.1794,84.04,52,31,3.15,scattered clouds
1638,Nokia,FI,61.4667,23.5,73.38,43,0,1.01,clear sky
1639,Gander,CA,48.9682,-54.5906,59.38,93,90,25.01,overcast clouds
1640,Ler,SS,8.3018,30.1418,79.93,62,73,3.4,broken clouds
1641,Piacabucu,BR,-10.4056,-36.4344,78.93,64,30,9.6,scattered clouds
1642,Navoi,UZ,40.0844,65.3792,85.48,14,1,4.61,clear sky
1643,San Ignacio,BZ,17.1561,-89.0714,89.74,58,75,6.91,broken clouds
1644,Xam Nua,LA,20.4197,104.0439,70.65,84,100,4.0,moderate rain
1645,Paita,PE,-5.0892,-81.1144,75.76,70,54,13.44,broken clouds
1646,Talas,TR,38.6908,35.5538,77.67,41,40,11.5,light rain
1647,Union City,US,37.5958,-122.0192,82.99,71,90,11.01,overcast clouds
1648,Ferme-Neuve,CA,46.7001,-75.4493,78.58,87,88,5.37,overcast clouds
1649,Bayanday,RU,53.0661,105.5139,51.62,86,91,5.12,overcast clouds
1650,Carndonagh,IE,55.25,-7.2667,58.62,76,78,7.96,broken clouds
1651,South River,US,40.4465,-74.386,95.25,58,100,1.99,overcast clouds
1652,Nola,IT,40.922,14.5329,90.36,31,0,4.27,clear sky
1653,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,40,8.05,scattered clouds
1654,Honningsvag,NO,70.9821,25.9704,47.95,87,75,12.66,light rain
1655,Luangwa,ZM,-15.6167,30.4167,66.51,44,4,0.98,clear sky
1656,Tarbert,GB,55.8628,-5.4162,73.29,71,39,6.91,scattered clouds
1657,San Juan,AR,-31.5375,-68.5364,52.57,24,0,10.09,clear sky
1658,Celestun,MX,20.8667,-90.4,87.13,59,100,1.83,overcast clouds
1659,Yima,CN,34.7381,111.8839,80.31,57,68,1.66,broken clouds
1660,Hastings,GB,50.8552,0.5729,70.18,89,67,5.41,broken clouds
1661,Parker,US,32.7668,-97.8003,86.36,73,95,3.0,overcast clouds
1662,Zhezkazgan,KZ,47.8043,67.7144,80.78,33,8,10.25,clear sky
1663,Baruun-Urt,MN,46.6806,113.2792,65.62,77,100,1.14,moderate rain
1664,Novyy Urengoy,RU,66.0833,76.6333,46.2,58,48,14.88,scattered clouds
1665,Lyantonde,UG,-0.4031,31.1572,65.61,64,78,4.36,broken clouds
1666,Hofu,JP,34.05,131.5667,73.29,91,1,4.03,clear sky
1667,Woodward,US,36.4337,-99.3904,77.74,68,1,5.75,clear sky
1668,San Fernando,PH,15.0286,120.6898,80.33,89,94,0.09,overcast clouds
1669,Hennebont,FR,47.8051,-3.2734,60.04,92,75,2.3,moderate rain
1670,Pastavy,BY,55.1168,26.8326,63.54,89,6,8.32,light rain
1671,Tianjin,CN,39.1422,117.1767,75.15,83,79,6.71,light rain
1672,Karwar,IN,14.8,74.1333,79.54,79,20,1.66,few clouds
1673,Kabalo,CD,-6.05,26.9167,79.38,30,45,4.68,scattered clouds
1674,Le Vauclin,MQ,14.5452,-60.8388,87.85,66,75,19.57,broken clouds
1675,Otradnoye,RU,59.7775,30.8181,69.85,98,100,5.7,light rain
1676,Matara,LK,5.9485,80.5353,78.19,88,45,8.21,scattered clouds
1677,Urengoy,RU,65.9667,78.3667,47.75,52,62,14.47,broken clouds
1678,Waw,SS,7.7029,27.9953,78.28,68,92,3.36,overcast clouds
1679,Ranfurly,NZ,-45.1333,170.1,33.64,88,47,12.21,scattered clouds
1680,Kajaani,FI,64.2273,27.7285,69.85,46,0,6.91,clear sky
1681,Loiza,PR,18.4313,-65.8802,91.2,68,40,19.57,scattered clouds
1682,Skibbereen,IE,51.55,-9.2667,67.8,72,57,9.53,broken clouds
1683,Yizheng,CN,24.6706,103.4296,62.98,99,100,0.29,overcast clouds
1684,Naryan-Mar,RU,67.6713,53.087,60.42,55,89,7.38,overcast clouds
1685,Talcahuano,CL,-36.7167,-73.1167,55.08,44,0,4.61,clear sky
1686,Spassk,RU,52.747,87.7545,52.72,100,100,3.4,light rain
1687,Arroyo,ES,41.6096,-4.7969,73.15,38,0,11.5,clear sky
1688,Skoghall,SE,59.3232,13.4655,70.36,64,40,6.91,scattered clouds
1689,Aksehir,TR,38.3575,31.4164,72.32,48,48,8.95,scattered clouds
1690,Puno,PE,-15.8333,-70.0333,54.97,34,95,4.23,overcast clouds
1691,Alyangula,AU,-13.8483,136.4192,62.47,100,6,0.0,clear sky
1692,Moerai,PF,-22.4333,-151.3333,74.48,82,100,21.72,overcast clouds
1693,Farah,AF,32.5,62.5,86.9,11,0,12.15,clear sky
1694,Tiarei,PF,-17.5333,-149.3333,75.22,71,73,17.74,broken clouds
1695,Muhlhausen,DE,51.2167,10.45,83.55,93,100,8.95,overcast clouds
1696,Aba,NG,5.1066,7.3667,76.87,83,100,2.1,light rain
1697,Logansport,US,40.7545,-86.3567,89.56,71,54,10.74,broken clouds
1698,Powell River,CA,49.8496,-124.5361,90.72,58,1,6.91,clear sky
1699,Masuguru,TZ,-11.3667,38.4167,77.36,46,36,7.34,scattered clouds
1700,Kokopo,PG,-4.352,152.2633,77.49,83,100,8.5,overcast clouds
1701,Lodeynoye Pole,RU,60.726,33.5531,63.18,98,100,4.18,light rain
1702,Santo Estevao,BR,-12.4303,-39.2514,78.73,49,67,9.55,broken clouds
1703,Nanga Eboko,CM,4.6833,12.3667,68.61,97,100,1.88,overcast clouds
1704,Pathein,MM,16.7833,94.7333,79.38,90,100,4.65,overcast clouds
1705,Mao,ES,39.8885,4.2658,81.16,61,20,4.61,few clouds
1706,Krasnovishersk,RU,60.4078,57.082,67.08,95,42,3.4,scattered clouds
1707,Petit Goave,HT,18.4314,-72.8669,89.78,62,99,2.37,overcast clouds
1708,Ojinaga,MX,29.5667,-104.4167,79.75,65,40,0.0,scattered clouds
1709,Mabaruma,GY,8.2,-59.7833,79.32,93,45,6.06,scattered clouds
1710,Shu,KZ,43.5983,73.7614,73.08,19,1,8.46,clear sky
1711,Redlands,US,34.0556,-117.1825,108.68,38,1,3.44,haze
1712,Lar,IN,26.2039,83.9717,90.82,66,96,1.66,overcast clouds
1713,Santa Rosa,PH,14.3122,121.1114,79.11,92,96,2.48,overcast clouds
1714,Fairhope,US,30.523,-87.9033,91.15,69,75,10.36,broken clouds
1715,Bhadrachalam,IN,17.6667,80.8833,83.03,74,61,5.86,broken clouds
1716,Banyumas,ID,-7.5142,109.2942,75.24,94,73,0.92,broken clouds
1717,Nang Rong,TH,14.6377,102.7914,80.83,75,100,8.97,overcast clouds
1718,Ciparay,ID,-7.4249,108.4742,74.17,97,86,1.45,overcast clouds
1719,Maarianhamina,AX,60.0973,19.9348,67.86,77,0,5.75,clear sky
1720,Hami,CN,42.8,93.45,78.21,14,0,11.56,clear sky
1721,Zapolyarnyy,RU,69.4154,30.8136,54.68,64,66,3.53,broken clouds
1722,Englewood,US,39.6478,-104.9878,73.85,52,75,1.99,broken clouds
1723,Yuxia,CN,34.0615,108.6291,77.61,46,29,8.57,scattered clouds
1724,Hakkari,TR,37.5833,44.1667,64.72,41,39,5.97,scattered clouds
1725,Aquiraz,BR,-3.9014,-38.3911,87.89,61,2,9.78,clear sky
1726,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,73.94,86,87,5.32,overcast clouds
1727,Bend,US,44.0582,-121.3153,97.0,21,1,3.0,clear sky
1728,San Pedro De Macoris,DO,18.4616,-69.2972,87.49,63,98,14.92,overcast clouds
1729,Mandan,US,46.8267,-100.8896,74.03,61,75,16.11,broken clouds
1730,Usinsk,RU,65.9939,57.5281,60.04,46,98,7.09,overcast clouds
1731,Rio Rancho,US,35.2334,-106.6645,71.2,48,90,1.01,overcast clouds
1732,Kem,RU,64.9555,34.5793,63.19,63,99,2.42,overcast clouds
1733,Kon Tum,VN,14.35,108.0,70.25,97,98,1.3,overcast clouds
1734,Adre,TD,13.4667,22.2,75.87,57,96,18.86,overcast clouds
1735,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.99,73,20,17.27,few clouds
1736,Saint-Denis,FR,48.9167,2.3333,75.81,57,90,12.66,overcast clouds
1737,Buta,CD,2.7858,24.73,72.25,89,89,2.33,light rain
1738,Mogadishu,SO,2.0371,45.3438,77.4,86,84,12.64,broken clouds
